Date,Open,High,Low,Close,Adj Close,Volume
1971-02-01,100.0,100.0,100.0,100.0,100.0,0
1971-02-08,100.83999633789062,102.05000305175781,100.69000244140625,102.05000305175781,102.05000305175781,0
1971-02-15,102.19000244140625,102.19000244140625,100.69999694824219,100.69999694824219,100.69999694824219,0
1971-02-22,99.68000030517578,101.33999633789062,99.68000030517578,101.33999633789062,101.33999633789062,0
1971-03-01,101.77999877929688,103.0,101.77999877929688,103.0,103.0,0
1971-03-08,104.2300033569336,104.5,104.13999938964844,104.5,104.5,0
1971-03-15,105.12999725341797,105.87999725341797,105.12999725341797,105.7699966430664,105.7699966430664,0
1971-03-22,105.37000274658203,105.37000274658203,104.5999984741211,105.06999969482422,105.06999969482422,0
1971-03-29,105.19999694824219,106.86000061035156,105.19999694824219,106.86000061035156,106.86000061035156,0
1971-04-05,107.16999816894531,108.37999725341797,107.16999816894531,108.37999725341797,108.37999725341797,0
1971-04-12,108.87000274658203,109.95999908447266,108.8499984741211,109.95999908447266,109.95999908447266,0
1971-04-19,110.16000366210938,110.69000244140625,109.5199966430664,110.69000244140625,110.69000244140625,0
1971-04-26,111.12999725341797,112.45999908447266,111.12999725341797,112.30000305175781,112.30000305175781,0
1971-05-03,111.3499984741211,111.7699966430664,110.66000366210938,110.66000366210938,110.66000366210938,0
1971-05-10,110.1500015258789,110.73999786376953,110.1500015258789,110.73999786376953,110.73999786376953,0
1971-05-17,109.1500015258789,109.1500015258789,108.33000183105469,108.8499984741211,108.8499984741211,0
1971-05-24,108.41999816894531,108.41999816894531,107.5,108.25,108.25,0
1971-05-31,108.87000274658203,110.66000366210938,108.87000274658203,110.66000366210938,110.66000366210938,0
1971-06-07,110.76000213623047,110.76000213623047,109.79000091552734,110.19999694824219,110.19999694824219,0
1971-06-14,109.56999969482422,109.56999969482422,108.16000366210938,108.16000366210938,108.16000366210938,0
1971-06-21,106.5,106.55999755859375,105.48999786376953,106.55999755859375,106.55999755859375,0
1971-06-28,106.44999694824219,108.7699966430664,106.44999694824219,108.7699966430664,108.7699966430664,0
1971-07-05,109.2300033569336,110.91000366210938,109.2300033569336,110.91000366210938,110.91000366210938,0
1971-07-12,111.23999786376953,111.23999786376953,109.9800033569336,109.9800033569336,109.9800033569336,0
1971-07-19,109.37000274658203,109.79000091552734,109.37000274658203,109.62999725341797,109.62999725341797,0
1971-07-26,109.3499984741211,109.3499984741211,105.2699966430664,105.2699966430664,105.2699966430664,0
1971-08-02,105.58999633789062,105.58999633789062,103.11000061035156,103.77999877929688,103.77999877929688,0
1971-08-09,103.18000030517578,105.44000244140625,103.04000091552734,105.44000244140625,105.44000244140625,0
1971-08-16,107.86000061035156,108.93000030517578,107.86000061035156,107.88999938964844,107.88999938964844,0
1971-08-23,108.26000213623047,109.30000305175781,108.26000213623047,109.30000305175781,109.30000305175781,0
1971-08-30,108.70999908447266,109.9800033569336,108.41999816894531,109.9800033569336,109.9800033569336,0
1971-09-06,110.52999877929688,110.58000183105469,110.41999816894531,110.41999816894531,110.41999816894531,0
1971-09-13,110.22000122070312,110.22000122070312,109.7699966430664,110.0999984741211,110.0999984741211,0
1971-09-20,109.98999786376953,109.98999786376953,108.80000305175781,108.87999725341797,108.87999725341797,0
1971-09-27,108.18000030517578,109.58000183105469,108.18000030517578,109.58000183105469,109.58000183105469,0
1971-10-04,109.95999908447266,110.9800033569336,109.95999908447266,110.73999786376953,110.73999786376953,0
1971-10-11,110.70999908447266,110.91000366210938,109.5999984741211,109.5999984741211,109.5999984741211,0
1971-10-18,109.05999755859375,109.05999755859375,106.58000183105469,106.80000305175781,106.80000305175781,0
1971-10-25,106.29000091552734,106.29000091552734,104.27999877929688,105.0999984741211,105.0999984741211,0
1971-11-01,103.69000244140625,105.55999755859375,103.54000091552734,105.45999908447266,105.45999908447266,0
1971-11-08,105.43000030517578,105.72000122070312,103.73999786376953,103.91000366210938,103.91000366210938,0
1971-11-15,103.44000244140625,103.70999908447266,102.94999694824219,102.94999694824219,102.94999694824219,0
1971-11-22,101.79000091552734,101.79000091552734,100.30999755859375,101.63999938964844,101.63999938964844,0
1971-11-29,103.08000183105469,107.26000213623047,103.08000183105469,107.26000213623047,107.26000213623047,0
1971-12-06,106.91999816894531,108.80999755859375,106.91999816894531,108.80999755859375,108.80999755859375,0
1971-12-13,109.16000366210938,110.5199966430664,109.06999969482422,110.5199966430664,110.5199966430664,0
1971-12-20,111.5,111.97000122070312,111.5,111.94000244140625,111.94000244140625,0
1971-12-27,111.69999694824219,114.12000274658203,111.69999694824219,114.12000274658203,114.12000274658203,0
1972-01-03,113.6500015258789,116.05000305175781,113.6500015258789,116.05000305175781,116.05000305175781,0
1972-01-10,116.0999984741211,116.9000015258789,116.0999984741211,116.73999786376953,116.73999786376953,0
1972-01-17,116.93000030517578,117.66000366210938,116.93000030517578,117.20999908447266,117.20999908447266,0
1972-01-24,116.48999786376953,118.44000244140625,116.30000305175781,118.44000244140625,118.44000244140625,0
1972-01-31,118.87000274658203,121.23999786376953,118.87000274658203,121.23999786376953,121.23999786376953,0
1972-02-07,121.13999938964844,122.86000061035156,121.13999938964844,122.86000061035156,122.86000061035156,0
1972-02-14,122.26000213623047,123.44000244140625,122.26000213623047,123.4000015258789,123.4000015258789,0
1972-02-21,123.30000305175781,124.83000183105469,123.30000305175781,124.83000183105469,124.83000183105469,0
1972-02-28,124.94000244140625,127.19000244140625,124.94000244140625,127.19000244140625,127.19000244140625,0
1972-03-06,127.87999725341797,128.85000610351562,127.83000183105469,128.5500030517578,128.5500030517578,0
1972-03-13,127.33999633789062,128.13999938964844,127.33999633789062,128.00999450683594,128.00999450683594,0
1972-03-20,127.52999877929688,127.55000305175781,125.7300033569336,127.55000305175781,127.55000305175781,0
1972-03-27,127.55999755859375,128.13999938964844,127.52999877929688,128.13999938964844,128.13999938964844,0
1972-04-03,128.05999755859375,131.8000030517578,128.05999755859375,131.8000030517578,131.8000030517578,0
1972-04-10,131.75999450683594,133.8800048828125,131.75999450683594,133.8800048828125,133.8800048828125,0
