Date,Open,High,Low,Close,Adj Close,Volume
1999-01-18,0.4375,0.4882810115814209,0.38802099227905273,0.4101560115814209,0.3763576149940491,271468800
1999-01-25,0.44270798563957214,0.46744799613952637,0.39583298563957214,0.39583298563957214,0.36321499943733215,156960000
1999-02-01,0.39583298563957214,0.41666701436042786,0.36067700386047363,0.4127599895000458,0.3787471354007721,81268800
1999-02-08,0.4153650104999542,0.4375,0.37239599227905273,0.43489599227905273,0.3990589678287506,63124800
1999-02-15,0.44270798563957214,0.4609380066394806,0.39322900772094727,0.43489599227905273,0.3990589678287506,42480000
1999-02-22,0.44270798563957214,0.546875,0.4140630066394806,0.4570310115814209,0.41937002539634705,127785600
1999-03-01,0.46875,0.47916701436042786,0.41145798563957214,0.43880200386047363,0.4026431441307068,34492800
1999-03-08,0.42708298563957214,0.46614599227905273,0.41666701436042786,0.42447900772094727,0.3895004391670227,59947200
1999-03-15,0.43489599227905273,0.45052099227905273,0.42057299613952637,0.4375,0.4014483094215393,39096000
1999-03-22,0.4466150104999542,0.44791701436042786,0.38020798563957214,0.43619799613952637,0.4002538025379181,39009600
1999-03-29,0.4492189884185791,0.4596349895000458,0.40494799613952637,0.42708298563957214,0.3918897807598114,31948800
1999-04-05,0.421875,0.45833298563957214,0.39583298563957214,0.4375,0.4014483094215393,43636800
1999-04-12,0.43229201436042786,0.43229201436042786,0.390625,0.4140630066394806,0.37994271516799927,19252800
1999-04-19,0.41927099227905273,0.41927099227905273,0.35677099227905273,0.359375,0.32976117730140686,48969600
1999-04-26,0.359375,0.39583298563957214,0.33333298563957214,0.38020798563957214,0.34887757897377014,61800000
1999-05-03,0.3841150104999542,0.3841150104999542,0.34375,0.36458298563957214,0.33454006910324097,33508800
1999-05-10,0.36197900772094727,0.40625,0.36197900772094727,0.375,0.34409862756729126,45830400
1999-05-17,0.36979201436042786,0.4453130066394806,0.34375,0.35416701436042786,0.3249823749065399,112070400
1999-05-24,0.35677099227905273,0.37239599227905273,0.3476560115814209,0.3554689884185791,0.3261772394180298,56841600
1999-05-31,0.35416701436042786,0.35677099227905273,0.34375,0.3554689884185791,0.3261772394180298,34915200
1999-06-07,0.35742199420928955,0.3828130066394806,0.3554689884185791,0.3684900104999542,0.3381251394748688,47073600
1999-06-14,0.36914101243019104,0.375,0.34114599227905273,0.34114599227905273,0.3130342960357666,39902400
1999-06-21,0.3515630066394806,0.36197900772094727,0.34212198853492737,0.35677099227905273,0.32737165689468384,67617600
1999-06-28,0.3684900104999542,0.40494799613952637,0.35416701436042786,0.40494799613952637,0.3715788424015045,78494400
1999-07-05,0.40885400772094727,0.4453130066394806,0.38802099227905273,0.4420570135116577,0.4056299328804016,65899200
1999-07-12,0.46875,0.48177099227905273,0.44270798563957214,0.4570310115814209,0.41937002539634705,91876800
1999-07-19,0.45833298563957214,0.4596349895000458,0.40104201436042786,0.40494799613952637,0.3715788424015045,62798400
1999-07-26,0.4153650104999542,0.4296880066394806,0.40104201436042786,0.41927099227905273,0.3847216069698334,124444800
1999-08-02,0.41927099227905273,0.42447900772094727,0.40625,0.41927099227905273,0.3847216069698334,108307200
1999-08-09,0.42057299613952637,0.48958298563957214,0.41666701436042786,0.4726560115814209,0.43370747566223145,76512000
1999-08-16,0.4765630066394806,0.5911459922790527,0.43880200386047363,0.5598959922790527,0.5137587785720825,301694400
1999-08-23,0.5520830154418945,0.5625,0.4921880066394806,0.5416669845581055,0.4970317482948303,208416000
1999-08-30,0.5507810115814209,0.5885419845581055,0.5169270038604736,0.5559899806976318,0.5101743936538696,211080000
1999-09-06,0.5651040077209473,0.5651040077209473,0.5338540077209473,0.5520830154418945,0.5065893530845642,67137600
1999-09-13,0.5546879768371582,0.5546879768371582,0.48958298563957214,0.5078129768371582,0.4659673273563385,96729600
1999-09-20,0.49869799613952637,0.5052080154418945,0.34895798563957214,0.37760400772094727,0.3464880883693695,240691200
1999-09-27,0.4023439884185791,0.46354201436042786,0.37760400772094727,0.3984380066394806,0.3656051754951477,212952000
1999-10-04,0.41145798563957214,0.5208330154418945,0.40104201436042786,0.48958298563957214,0.4492396414279938,305064000
1999-10-11,0.4934900104999542,0.49479201436042786,0.42447900772094727,0.4453130066394806,0.40861761569976807,155088000
